Title,Price,In Stock,Category,URL,Image URL
gamdias aeolus m3 1203r case fan,649,True,Cooler,https://www.evetech.co.za/gamdias-aeolus-m3-1203r-case-fan/best-deal/19751.aspx,https://www.evetech.co.za/repository/components/gamdias-aeolus-m3-1203r-case-fan-600px-v1300px.png
corsair af120 rgb slim pwm fan white,649,True,Cooler,https://www.evetech.co.za/corsair-af120-rgb-slim-pwm-fan-white/best-deal/18612.aspx,https://www.evetech.co.za/repository/components/corsair-af120-rgb-slim-pwm-fan-white-600px-v1300px.png
fractal design aspect 12 rgb case fan   3pack,699,True,Cooler,https://www.evetech.co.za/fractal-design-aspect-12-rgb-case-fan-3pack/best-deal/17903.aspx,https://www.evetech.co.za/repository/components/fractal-design-aspect-12-rgb-case-fan-3pack-600px-v1300px.png
corsair icue link rx120 120mm pwm single fan expansion,699,True,Cooler,https://www.evetech.co.za/corsair-icue-link-rx120-120mm-pwm-single-fan-expansion/best-deal/20666.aspx,https://www.evetech.co.za/repository/components/Corsair iCUE LINK RX120 120mm PWM Single Fan Expansion_Case-fans-600px-v1 300px.png
corsair icue link rx140 140mm pwm single fan expansion,749,True,Cooler,https://www.evetech.co.za/corsair-icue-link-rx140-140mm-pwm-single-fan-expansion/best-deal/20668.aspx,https://www.evetech.co.za/repository/components/Corsair iCUE LINK RX140 140mm PWM Single Fan Expansion_Case-fans-600px-v1 300px.png
corsair icue af140 rgb pwm fan white,749,True,Cooler,https://www.evetech.co.za/corsair-icue-af140-rgb-pwm-fan-white/best-deal/17846.aspx,https://www.evetech.co.za/repository/components/corsair-icue-af140-rgb-pwm-fan-white-600px-v1300px.png
corsair icue af120 rgb pwm fan black,749,True,Cooler,https://www.evetech.co.za/corsair-icue-af120-rgb-pwm-fan-black/best-deal/17837.aspx,https://www.evetech.co.za/repository/components/corsair-icue-af120-rgb-pwm-fan-black-600px-v1300px.png
cougar vortex argb vk 120 pwm hdb cooling kit,799,True,Cooler,https://www.evetech.co.za/cougar-vortex-argb-vk-120-pwm-hdb-cooling-kit/best-deal/11484.aspx,https://www.evetech.co.za/repository/components/cougar-vortex-argb-vk-120-pwm-hdb-cooling-kit-600px-v1300px.png
gamdias aeolus m3 1204r case fan,799,True,Cooler,https://www.evetech.co.za/gamdias-aeolus-m3-1204r-case-fan/best-deal/16559.aspx,https://www.evetech.co.za/repository/components/gamdias-aeolus-m3-1204r-case-fan-600px-v1300px.png
corsair icue ar120 rgb pwm triple fan kit black,849,True,Cooler,https://www.evetech.co.za/corsair-icue-ar120-rgb-pwm-triple-fan-kit-black/best-deal/18615.aspx,https://www.evetech.co.za/repository/components/corsair-icue-ar120-rgb-pwm-triple-fan-kit-black-600px-v1300px.png
fractal design aspect 14 rgb case fan 3pack,899,True,Cooler,https://www.evetech.co.za/fractal-design-aspect-14-rgb-case-fan-3pack/best-deal/17904.aspx,https://www.evetech.co.za/repository/components/fractal-design-aspect-14-rgb-case-fan-3pack-600px-v1300px.png
corsair icue lt100 smart lighting tower expansion kit,899,True,Cooler,https://www.evetech.co.za/corsair-icue-lt100-smart-lighting-tower-expansion-kit/best-deal/8691.aspx,https://www.evetech.co.za/repository/components/corsair-icue-lt100-smart-lighting-tower-expansion-kit-600px-v1300px.png
antec prizm 120 argb 3 in1 fan pack,899,True,Cooler,https://www.evetech.co.za/antec-prizm-120-argb-3-in1-fan-pack/best-deal/6631.aspx,https://www.evetech.co.za/repository/components/antec-prizm-120-argb-3-in1-fan-pack-600px-v01300px.png
antec prizm 120 argb 5 in1 fan pack,999,True,Cooler,https://www.evetech.co.za/antec-prizm-120-argb-5-in1-fan-pack/best-deal/6632.aspx,https://www.evetech.co.za/repository/components/antec-prizm-120-argb-5-in1-fan-pack-600px-v1300px.png
corsair lighting node pro,999,True,Cooler,https://www.evetech.co.za/corsair-lighting-node-pro/best-deal/8345.aspx,https://www.evetech.co.za/repository/components/corsair-lighting-node-pro-600px-v1300px.png
cougar mhp 120 radiator fan   3 pack,999,True,Cooler,https://www.evetech.co.za/cougar-mhp-120-radiator-fan-3-pack/best-deal/15480.aspx,https://www.evetech.co.za/repository/components/cougar-mhp-120-radiator-fan-3-pack-600px-v1300px.png
antec fusion 120 rgb black x3 fan pack,999,True,Cooler,https://www.evetech.co.za/antec-fusion-120-rgb-black-x3-fan-pack/best-deal/17367.aspx,https://www.evetech.co.za/repository/components/antec-fusion-120-rgb-black-x3-fan-pack-600px-v1300px.png
corsair icue link qx120 rgb 120mm expansion kit white,999,True,Cooler,https://www.evetech.co.za/corsair-icue-link-qx120-rgb-120mm-expansion-kit-white/best-deal/18621.aspx,https://www.evetech.co.za/repository/components/corsair-icue-link-qx120-rgb-120mm-expansion-kit-white-600px-v1300px.png
corsair icue link qx140 rgb 140mm fan expansion kit white,999,True,Cooler,https://www.evetech.co.za/corsair-icue-link-qx140-rgb-140mm-fan-expansion-kit-white/best-deal/18627.aspx,https://www.evetech.co.za/repository/components/corsair-icue-link-qx140-rgb-140mm-fan-expansion-kit-white-600px-v1300px.png
cooler master masterfan mf120 duo ring argb halo fan,1049,True,Cooler,https://www.evetech.co.za/cooler-master-masterfan-mf120-duo-ring-argb-halo-fan/best-deal/19565.aspx,https://www.evetech.co.za/repository/components/cooler-master-masterfan-mf120-duo-ring-argb-halo-fan-600px-v1300px.png
cooler master masterfan mf120 prismatic 3in1 fan pack,1099,True,Cooler,https://www.evetech.co.za/cooler-master-masterfan-mf120-prismatic-3in1-fan-pack/best-deal/19573.aspx,https://www.evetech.co.za/repository/components/cooler-master-masterfan-mf120-prismatic-3in1-fan-pack-600px-v1300px.png
corsair icue sp120 rgb elite 120mm pwm triple pack fan white,1199,True,Cooler,https://www.evetech.co.za/corsair-icue-sp120-rgb-elite-120mm-pwm-triple-pack-fan-white/best-deal/12239.aspx,https://www.evetech.co.za/repository/components/corsair-icue-sp120-rgb-elite-120mm-pwm-triple-pack-fan-white-600px-v1300px.png
corsair icue sp120 rgb elite 120mm pwm triple pack fan,1199,True,Cooler,https://www.evetech.co.za/corsair-icue-sp120-rgb-elite-120mm-pwm-triple-pack-fan/best-deal/11709.aspx,https://www.evetech.co.za/repository/components/corsair-icue-sp120-rgb-elite-120mm-pwm-triple-pack-fan-600px-v1300px.png
corsair icue commander core xt rgb fan controller,1249,True,Cooler,https://www.evetech.co.za/corsair-icue-commander-core-xt-rgb-fan-controller/best-deal/14131.aspx,https://www.evetech.co.za/repository/components/corsair-icue-commander-core-xt-rgb-fan-controller-600px-v1300px.png
corsair icue af120 rgb pwm fan twin pack white,1379,True,Cooler,https://www.evetech.co.za/corsair-icue-af120-rgb-pwm-fan-twin-pack-white/best-deal/18613.aspx,https://www.evetech.co.za/repository/components/corsair-icue-af120-rgb-pwm-fan-twin-pack-whit-600px-v1300px.png
antec fusion 120 rgb white x5 fan pack,1399,True,Cooler,https://www.evetech.co.za/antec-fusion-120-rgb-white-x5-fan-pack/best-deal/17366.aspx,https://www.evetech.co.za/repository/components/antec-fusion-120-rgb-white-x5-fan-pac-600px-v1300px.png
corsair icue ls100 smart lighting strip expansion kit 1 4m,1399,True,Cooler,https://www.evetech.co.za/corsair-icue-ls100-smart-lighting-strip-expansion-kit-1-4m/best-deal/13375.aspx,https://www.evetech.co.za/repository/components/corsair-icue-ls100-smart-lighting-strip-expansion-kit-1-4m-600px-v1300px.png
corsair ql140 rgb 140mm dual fan kit   white,1399,True,Cooler,https://www.evetech.co.za/corsair-ql140-rgb-140mm-dual-fan-kit-white/best-deal/10943.aspx,https://www.evetech.co.za/repository/components/corsair-ql140-rgb-140mm-dual-fan-kit-white-600px-v1300px.png
corsair icue af140 rgb elite dual fan kit white,1499,True,Cooler,https://www.evetech.co.za/corsair-icue-af140-rgb-elite-dual-fan-kit-white/best-deal/17843.aspx,https://www.evetech.co.za/repository/components/corsair-icue-af140-rgb-elite-dual-fan-kit-white-600px-v1300px.png
corsair icue link rx120 120mm pwm fan triple starter kit,1649,True,Cooler,https://www.evetech.co.za/corsair-icue-link-rx120-120mm-pwm-fan-triple-starter-kit/best-deal/20669.aspx,https://www.evetech.co.za/repository/components/Corsair iCUE LINK RX120 120mm PWM Fan Triple Starter Kit_Case-fans-600px-v1 300px.png
corsair icue ml140 rgb elite premium fan   white 2 pack,1679,True,Cooler,https://www.evetech.co.za/corsair-icue-ml140-rgb-elite-premium-fan-white-2-pack/best-deal/15205.aspx,https://www.evetech.co.za/repository/components/corsair-icue-ml140-rgb-elite-premium-fan-white-2-pack-600px-v1300px.png
corsair icue lt100 smart lighting towers starter kit,2079,True,Cooler,https://www.evetech.co.za/corsair-icue-lt100-smart-lighting-towers-starter-kit/best-deal/8690.aspx,https://www.evetech.co.za/repository/components/corsair-icue-lt100-smart-lighting-towers-starter-kit-600px-v1300px.png
corsair icue af120 rgb pwm triple fan kit white,2199,True,Cooler,https://www.evetech.co.za/corsair-icue-af120-rgb-pwm-triple-fan-kit-white/best-deal/17845.aspx,https://www.evetech.co.za/repository/components/corsair-icue-af120-rgb-pwm-triple-fan-kit-white-600px-v1300px.png
corsair icue link qx140 rgb 140mm double fan kit   white,2449,True,Cooler,https://www.evetech.co.za/corsair-icue-link-qx140-rgb-140mm-double-fan-kit-white/best-deal/18628.aspx,https://www.evetech.co.za/repository/components/corsair-icue-link-qx140-rgb-140mm-double-fan-kit-white-600px-v1300px.png
corsair icue link qx140 rgb 140mm double fans starter kit black,2599,True,Cooler,https://www.evetech.co.za/corsair-icue-link-qx140-rgb-140mm-double-fans-starter-kit-black/best-deal/18620.aspx,https://www.evetech.co.za/repository/components/corsair-icue-link-qx140-rgb-140mm-double-fans-starter-kit-black-600px-v1300px.png
nzxt hue 2 rgb lighting led strip,499,True,Others,https://www.evetech.co.za/nzxt-hue-2-rgb-lighting-led-strip/best-deal/11177.aspx,https://www.evetech.co.za/repository/components/nzxt-hue-2-rgb-lighting-led-strip-600px-v1300px.png
fractal design case fan argb controller adjust 2 black,499,True,Others,https://www.evetech.co.za/fractal-design-case-fan-argb-controller-adjust-2-black/best-deal/19733.aspx,https://www.evetech.co.za/repository/components/fractal-design-case-fan-argb-controller-adjust-2-black-600px-v1300px.png
tp link tapo smart led light strip,589,True,Others,https://www.evetech.co.za/tp-link-tapo-smart-led-light-strip/best-deal/15765.aspx,https://www.evetech.co.za/repository/components/tp-link-tapo-smart-led-light-strip-600px-v1300px.png
