Title                                                                                                                                                                                                    ,Price    ,In Stock ,Category                          ,URL                                                                                                                                                                                                                                  ,Image URL
asus geforce gt 730 gt730 4h sl 2gd5 2gb gddr5 64 bit pci e 2 0 desktop graphics card                                                                                                                    , 2557.00 ,True     ,GPU                               ,https://www.wootware.co.za/asus-geforce-gt-730-gt730-4h-sl-2gd5-2gb-gddr5-64-bit-pci-e-2-0-desktop-graphics-card.html                                                                                                                ,https://www.wootware.co.za/media/catalog/product/cache/1/small_image/200x/9df78eab33525d08d6e5fb8d27136e95/g/t/gt730_4h_sl_2gd5_01-y9cirlgs.jpg
gigabyte geforce rtx 4060 ti windforce oc 16g gv n406twf2oc 16gd 16gb gddr6 128 bit pcie 4 0 desktop graphics card                                                                                       ,10899.00 ,True     ,GPU                               ,https://www.wootware.co.za/gigabyte-geforce-rtx-4060-ti-windforce-oc-16g-gv-n406twf2oc-16gd-16gb-gddr6-128-bit-pcie-4-0-desktop-graphics-card.html                                                                                   ,https://www.wootware.co.za/media/catalog/product/cache/1/small_image/200x/9df78eab33525d08d6e5fb8d27136e95/g/v/gv-n406twf2oc-16gd_0_.jpg
gigabyte geforce gt 710 gv n710d3 2gl 2gb ddr3 64 bit pci e 2 0 desktop graphics card                                                                                                                    , 1267.00 ,True     ,GPU                               ,https://www.wootware.co.za/gigabyte-geforce-gt-710-gv-n710d3-2gl-2gb-ddr3-64-bit-pci-e-2-0-desktop-graphics-card.html                                                                                                                ,https://www.wootware.co.za/media/catalog/product/cache/1/small_image/200x/9df78eab33525d08d6e5fb8d27136e95/e/g/eg5ebyyey.jpg
msi gt 710 2gd3h lp geforce gt710 2gb ddr3 1600mhz 64bit pci e 2 0 desktop graphics card                                                                                                                 , 1182.00 ,True     ,GPU                               ,https://www.wootware.co.za/msi-gt-710-2gd3h-lp-nvidia-geforce-gt710-2gb-ddr3-1600mhz-64bit-pci-e-2-0-desktop-graphics-card.html                                                                                                      ,https://www.wootware.co.za/media/catalog/product/cache/1/small_image/200x/9df78eab33525d08d6e5fb8d27136e95/p/i/pi_ms-n710_2gd3h_lp4.jpg
gigabyte geforce rtx 4080 super windforce v2 gv n408swf3v2 16gd 16gb gddr6x 256 bit pci e 4 0 desktop graphics card                                                                                      ,27374.00 ,True     ,GPU                               ,https://www.wootware.co.za/gigabyte-geforce-rtx-4080-super-windforce-v2-gv-n408swf3v2-16gd-16gb-gddr6x-256-bit-pci-e-4-0-desktop-graphics-card.html                                                                                  ,https://www.wootware.co.za/media/catalog/product/cache/1/small_image/200x/9df78eab33525d08d6e5fb8d27136e95/g/i/gigabyte_4080_super_winforce_v2_0_.jpg
asus geforce rtx 4060 ti tuf gaming oc edition asus tuf rtx4060ti o8g gaming 8gb gddr6 128 bit pcie 4 0 desktop graphics card                                                                            ,12235.00 ,True     ,GPU                               ,https://www.wootware.co.za/asus-geforce-rtx-4060-ti-tuf-gaming-oc-edition-asus-tuf-rtx4060ti-o8g-gaming-8gb-gddr6-128-bit-pcie-4-0-desktop-graphics-card.html                                                                        ,https://www.wootware.co.za/media/catalog/product/cache/1/small_image/200x/9df78eab33525d08d6e5fb8d27136e95/1/_/1_23.jpg
asus geforce rtx 3050 dual oc edition dual rtx3050 o6g 6gb gddr6 96 bit pci express 4 0 desktop graphics card                                                                                            , 4699.00 ,True     ,GPU                               ,https://www.wootware.co.za/asus-geforce-rtx-3050-dual-oc-edition-dual-rtx3050-o6g-6gb-gddr6-96-bit-pci-express-4-0-desktop-graphics-card.html                                                                                        ,https://www.wootware.co.za/media/catalog/product/cache/1/small_image/200x/9df78eab33525d08d6e5fb8d27136e95/d/u/dual-rtx3050-o6g-6.jpg
msi geforce rtx 3060 ventus 2x oc 12gb gddr6 192 bit pcie 4 0 desktop graphics card lite hash rate                                                                                                       , 7599.00 ,True     ,GPU                               ,https://www.wootware.co.za/msi-geforce-rtx-3060-ventus-2x-oc-12gb-gddr6-192-bit-pcie-4-0-desktop-graphics-card-lite-hash-rate.html                                                                                                   ,https://www.wootware.co.za/media/catalog/product/cache/1/small_image/200x/9df78eab33525d08d6e5fb8d27136e95/r/t/rtx_3060_ventus_2x_oc_12gb_gddr6_01-fdbfmqgs.jpg
pny nvidia quadro t400 vcnt4004gb pb 4gb gddr6 64 bit pcie 3 0 low profile workstation graphics card                                                                                                     , 5445.00 ,True     ,GPU                               ,https://www.wootware.co.za/pny-nvidia-quadro-t400-vcnt4004gb-pb-4gb-gddr6-64-bit-pcie-3-0-low-profile-workstation-graphics-card.html                                                                                                 ,https://www.wootware.co.za/media/catalog/product/cache/1/small_image/200x/9df78eab33525d08d6e5fb8d27136e95/t/4/t400_3qtr_front_left-fj7kolhs.jpg
gigabyte geforce rtx 4070 super 12g windforce oc gv n407swf3oc 12gd 12gb gddr6x 192 bit pcie 4 0 desktop graphics card                                                                                   ,15899.00 ,True     ,GPU                               ,https://www.wootware.co.za/gigabyte-geforce-rtx-4070-super-12g-windforce-oc-gv-n407swf3oc-12gd-12gb-gddr6x-192-bit-pcie-4-0-desktop-graphics-card.html                                                                               ,https://www.wootware.co.za/media/catalog/product/cache/1/small_image/200x/9df78eab33525d08d6e5fb8d27136e95/g/v/gv-n407swf3oc-12gd-0.jpg
